gpu,memory,core_clock,boost_clock,boost_clock,length,rating,architecture,year,power_consumption,average_price
GeForce GTX 1660 Ti,6.0,1500.0,1770.0,1770.0,168.0,33.55,Turing,2019,120,27207.916666666668
GeForce GTX 960,2.0,1228.0,1291.0,1291.0,215.0,15.84,Maxwell 2.0,2015,100,
GeForce RTX 2080 Ti,11.0,1350.0,,,281.0,56.42,Turing,2018,250,93124.89393939394
GeForce RTX 2070,8.0,1410.0,1620.0,1620.0,309.0,41.94,Turing,2018,175,43462.75
GeForce RTX 2070,8.0,1410.0,1620.0,1620.0,307.0,41.94,Turing,2018,175,43462.75
GeForce GTX 1660 Ti,6.0,1500.0,1860.0,1860.0,,33.55,Turing,2019,120,27207.916666666668
Quadro K4200,4.0,771.0,,,241.0,11.25,Kepler,2014,108,
GeForce GTX 770,2.0,1058.0,,,271.0,15.38,Kepler,2013,230,
Quadro GP100,16.0,1380.0,1441.0,1441.0,267.0,40.85,Pascal,2016,235,
GeForce GTX 960,4.0,1216.0,1279.0,1279.0,257.0,15.84,Maxwell 2.0,2015,100,
Radeon RX 570,4.0,1168.0,1340.0,1340.0,260.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce RTX 2080,8.0,1515.0,,,270.0,48.79,Turing,2018,215,72597.38235294117
Radeon RX 5700,8.0,1565.0,1750.0,1750.0,280.0,37.42,RDNA 1.0,2019,180,44089.80555555556
GeForce RTX 3090,24.0,1395.0,1785.0,1785.0,319.0,69.44,Ampere,2020,350,156024.11111111112
Radeon RX 6900 XT,16.0,1825.0,,,267.0,69.52,RDNA 2.0,2020,300,118242.23809523808
GeForce RTX 3070,8.0,1500.0,1845.0,1845.0,335.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 3090,24.0,1395.0,1920.0,1920.0,289.0,69.44,Ampere,2020,350,156024.11111111112
Radeon RX 6950 XT,16.0,1890.0,2324.0,2324.0,325.0,73.21,RDNA 2.0,2022,335,72817.5
Radeon Pro W5700,8.0,1243.0,1930.0,1930.0,267.0,38.49,RDNA 1.0,2019,205,
GeForce RTX 3060 Ti,8.0,1410.0,1785.0,1785.0,275.0,53.15,Ampere,2020,200,47190.90540540541
GeForce GTX 970,4.0,1216.0,1367.0,1367.0,257.0,25.05,Maxwell 2.0,2014,150,
GeForce RTX 3070,8.0,1500.0,1755.0,1755.0,318.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 4070 Ti,12.0,2310.0,2760.0,2760.0,338.0,82.62,Ada Lovelace,2023,285,95199.0447761194
GeForce GTX 780 Ti,3.0,1006.0,1072.0,1072.0,266.0,24.73,Kepler,2013,250,
GeForce GTX 980,4.0,1178.0,1279.0,1279.0,289.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GTX 1070,8.0,1632.0,1835.0,1835.0,325.0,35.12,Pascal,2016,150,33152.86486486487
GeForce GTX 1070 Ti,8.0,1632.0,1721.0,1721.0,280.0,38.18,Pascal,2017,180,34830.5
Radeon RX 570,8.0,1168.0,1270.0,1270.0,236.0,18.11,GCN 4.0,2017,120,36880.112676056335
Radeon RX 5500 XT,8.0,1607.0,1845.0,1845.0,233.0,23.72,RDNA 1.0,2019,130,26249.78260869565
GeForce RTX 3090,24.0,1395.0,1725.0,1725.0,268.0,69.44,Ampere,2020,350,156024.11111111112
GeForce RTX 4060,8.0,1830.0,2460.0,2460.0,250.0,51.51,Ada Lovelace,2023,115,44055.95714285714
Quadro M4000,8.0,,,,241.0,17.35,Maxwell 2.0,2015,120,
GeForce GTX 1630,4.0,1740.0,1845.0,1845.0,204.0,12.98,Turing,2022,75,
GeForce GTX 780,3.0,967.0,,,266.0,20.82,Kepler,2013,250,
GeForce RTX 2080,8.0,1710.0,1830.0,1830.0,286.0,48.79,Turing,2018,215,72597.38235294117
GeForce RTX 2080,8.0,1710.0,,,280.0,48.79,Turing,2018,215,72597.38235294117
GeForce RTX 3080 Ti,12.0,1365.0,1710.0,1710.0,300.0,70.35,Ampere,2021,350,123265.19047619047
GeForce GTX 770,4.0,1137.0,,,292.0,15.38,Kepler,2013,230,
GeForce GTX 760,2.0,980.0,,,241.0,12.47,Kepler,2013,170,
GeForce GTX 1070,8.0,1607.0,1797.0,1797.0,294.0,35.12,Pascal,2016,150,33152.86486486487
Radeon RX 580,4.0,1366.0,1386.0,1386.0,270.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce RTX 2060,6.0,1365.0,1695.0,1695.0,170.0,36.76,Turing,2019,160,37083.05882352941
Radeon RX 5700 XT,8.0,1605.0,1905.0,1905.0,232.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce GTX 1650 SUPER,4.0,1530.0,1755.0,1755.0,220.0,26.43,Turing,2019,100,21592.88888888889
Radeon RX 5500 XT,8.0,1607.0,1865.0,1865.0,242.0,23.72,RDNA 1.0,2019,130,26249.78260869565
Radeon RX 6600,8.0,1626.0,2491.0,2491.0,179.0,39.38,RDNA 2.0,2021,132,35546.67272727273
GeForce RTX 3070,8.0,1500.0,1755.0,1755.0,269.0,58.04,Ampere,2020,220,57456.90140845071
Radeon RX 6800 XT,16.0,1925.0,2360.0,2360.0,340.0,65.0,RDNA 2.0,2020,300,100541.47368421052
GeForce RTX 3070,8.0,1500.0,1785.0,1785.0,300.0,58.04,Ampere,2020,220,57456.90140845071
GeForce GT 730,2.0,700.0,,,145.0,2.16,Fermi,2014,49,
Radeon HD 4550,0.125,600.0,,,,0.61,TeraScale,2008,25,
GeForce GTX 750 Ti,2.0,1033.0,1111.0,1111.0,145.0,10.14,Maxwell,2014,75,
Radeon RX 580,8.0,1257.0,1450.0,1450.0,260.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce GTX 1660 Ti,6.0,1500.0,1830.0,1830.0,215.0,33.55,Turing,2019,120,27207.916666666668
Radeon Pro WX 5100,8.0,926.0,1206.0,1206.0,173.0,14.45,GCN 4.0,2016,75,
Radeon RX 6950 XT,16.0,1890.0,2532.0,2532.0,270.0,73.21,RDNA 2.0,2022,335,72817.5
GeForce RTX 2070,8.0,1410.0,1860.0,1860.0,308.0,41.94,Turing,2018,175,43462.75
Radeon RX 470,8.0,1121.0,1260.0,1260.0,240.0,21.05,GCN 4.0,2016,120,14974.652173913044
Radeon RX 570,4.0,1168.0,1244.0,1244.0,170.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce RTX 2060,6.0,1365.0,1770.0,1770.0,265.0,36.76,Turing,2019,160,37083.05882352941
Radeon RX 5700 XT,8.0,1605.0,1905.0,1905.0,293.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce GTX 1070,8.0,1506.0,1721.0,1721.0,280.0,35.12,Pascal,2016,150,33152.86486486487
Radeon RX 5700,8.0,1565.0,1750.0,1750.0,293.0,37.42,RDNA 1.0,2019,180,44089.80555555556
Radeon RX 570,8.0,1168.0,1284.0,1284.0,230.0,18.11,GCN 4.0,2017,120,36880.112676056335
Radeon RX 6500 XT,4.0,2310.0,2815.0,2815.0,172.0,24.86,RDNA 2.0,2022,107,18785.066666666666
Radeon HD 5450,2.0,,,,,0.35,TeraScale 2,2010,19,
GeForce GTX 1660,6.0,1530.0,1830.0,1830.0,168.0,30.32,Turing,2019,120,24873.18918918919
Radeon R9 390,8.0,1040.0,,,308.0,23.14,GCN 2.0,2015,300,20358.28571428572
GeForce GTX 1070,8.0,1531.0,1721.0,1721.0,175.0,35.12,Pascal,2016,150,33152.86486486487
Radeon RX 580,4.0,1257.0,1366.0,1366.0,230.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce GTX 1080 Ti,11.0,1569.0,1683.0,1683.0,269.0,48.29,Pascal,2017,250,61898.85294117647
GeForce RTX 2080,8.0,1515.0,,,268.0,48.79,Turing,2018,215,72597.38235294117
Radeon RX 5500 XT,4.0,1685.0,1845.0,1845.0,241.0,23.72,RDNA 1.0,2019,130,26249.78260869565
GeForce RTX 2060,6.0,1365.0,1680.0,1680.0,222.0,36.76,Turing,2019,160,37083.05882352941
GeForce RTX 4070,12.0,1920.0,2520.0,2520.0,319.0,70.04,Ada Lovelace,2023,200,80861.27692307692
Radeon RX 6900 XT,16.0,1825.0,2335.0,2335.0,322.0,69.52,RDNA 2.0,2020,300,118242.23809523808
Radeon HD 7750,2.0,800.0,,,130.0,4.4,GCN 1.0,2012,55,
Radeon HD 5450,0.5,650.0,,,,0.35,TeraScale 2,2010,19,
GeForce RTX 3070 Ti,8.0,1575.0,1830.0,1830.0,300.0,61.17,Ampere,2021,290,63590.19047619047
GeForce GT 730,2.0,902.0,,,180.0,2.16,Fermi,2014,49,
GeForce GTX 1080,8.0,1759.0,1936.0,1936.0,298.0,40.44,Pascal,2016,180,56019.25
Radeon RX 580,4.0,1257.0,1355.0,1355.0,232.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce GTX 1080 Ti,11.0,1506.0,1620.0,1620.0,211.0,48.29,Pascal,2017,250,61898.85294117647
GeForce RTX 2060,6.0,1365.0,1680.0,1680.0,300.0,36.76,Turing,2019,160,37083.05882352941
GeForce RTX 2060,6.0,1365.0,1830.0,1830.0,235.0,36.76,Turing,2019,160,37083.05882352941
Radeon RX 5700 XT,8.0,1810.0,2025.0,2025.0,324.0,42.89,RDNA 1.0,2019,225,45489.32876712329
Radeon RX 5700 XT,8.0,1650.0,1795.0,1795.0,280.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce RTX 3070 Ti,8.0,1575.0,1845.0,1845.0,304.0,61.17,Ampere,2021,290,63590.19047619047
Radeon RX 6600 XT,8.0,1968.0,2589.0,2589.0,215.0,42.95,RDNA 2.0,2021,160,38651.90625
Radeon RX 6650 XT,8.0,2055.0,2635.0,2635.0,278.0,44.75,RDNA 2.0,2022,176,33281.8
GeForce RTX 3090 Ti,24.0,1560.0,1890.0,1890.0,330.0,77.01,Ampere,2022,450,122757.8947368421
Quadro P2200,5.0,1000.0,1493.0,1493.0,201.0,24.28,Pascal,2019,75,
Radeon RX 6700 XT,12.0,2321.0,2581.0,2581.0,323.0,51.62,RDNA 2.0,2021,230,67413.57142857143
GeForce GTX 660,2.0,1033.0,,,256.0,10.42,Kepler,2012,140,
GeForce GTX 750 Ti,2.0,1189.0,1268.0,1268.0,241.0,10.14,Maxwell,2014,75,
Radeon RX 480,8.0,1120.0,1330.0,1330.0,298.0,22.38,GCN 4.0,2016,150,17570.833333333332
Radeon RX 580,8.0,1257.0,1340.0,1340.0,198.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce GTX 1660 Ti,6.0,1500.0,1770.0,1770.0,196.0,33.55,Turing,2019,120,27207.916666666668
GeForce RTX 4070,12.0,1920.0,2520.0,2520.0,305.0,70.04,Ada Lovelace,2023,200,80861.27692307692
GeForce RTX 4070,12.0,1920.0,2505.0,2505.0,297.0,70.04,Ada Lovelace,2023,200,80861.27692307692
GeForce RTX 3090,24.0,1395.0,1740.0,1740.0,300.0,69.44,Ampere,2020,350,156024.11111111112
Radeon R7 370,4.0,1020.0,1070.0,1070.0,258.0,11.7,GCN 1.0,2015,100,
GeForce GTX 1080 Ti,11.0,1569.0,1683.0,1683.0,289.0,48.29,Pascal,2017,250,61898.85294117647
GeForce GTX 1070,8.0,1506.0,1721.0,1721.0,279.0,35.12,Pascal,2016,150,33152.86486486487
GeForce RTX 2080 Ti,11.0,1350.0,1545.0,1545.0,272.0,56.42,Turing,2018,250,93124.89393939394
Radeon RX 5500 XT,8.0,1647.0,1845.0,1845.0,225.0,23.72,RDNA 1.0,2019,130,26249.78260869565
Radeon RX 5600 XT,6.0,1235.0,1620.0,1620.0,297.0,35.28,RDNA 1.0,2020,150,31489.729166666668
GeForce GTX 1650 SUPER,4.0,1530.0,1770.0,1770.0,168.0,26.43,Turing,2019,100,21592.88888888889
GeForce RTX 3090 Ti,24.0,1560.0,1935.0,1935.0,338.0,77.01,Ampere,2022,450,122757.8947368421
Radeon RX 6800,16.0,1700.0,2190.0,2190.0,320.0,57.54,RDNA 2.0,2020,250,90287.65853658535
GeForce RTX 4080,16.0,2205.0,2535.0,2535.0,300.0,89.97,Ada Lovelace,2022,320,131353.42253521126
GeForce GT 1030,2.0,1227.0,1468.0,1468.0,,6.38,Pascal,2017,30,
Radeon RX 6500 XT,8.0,2310.0,2855.0,2855.0,194.0,24.86,RDNA 2.0,2022,107,18785.066666666666
Radeon R9 380,4.0,985.0,,,238.0,15.9,GCN 3.0,2015,220,
GeForce GTX 960,4.0,1178.0,1241.0,1241.0,273.0,15.84,Maxwell 2.0,2015,100,
Radeon RX 470,4.0,1143.0,1260.0,1260.0,240.0,21.05,GCN 4.0,2016,120,14974.652173913044
Radeon RX 470,4.0,926.0,1230.0,1230.0,246.0,21.05,GCN 4.0,2016,120,14974.652173913044
GeForce RTX 2080 Ti,11.0,1350.0,,,305.0,56.42,Turing,2018,250,93124.89393939394
GeForce RTX 2080,8.0,1710.0,1890.0,1890.0,290.0,48.79,Turing,2018,215,72597.38235294117
Radeon RX 5600 XT,6.0,1355.0,1620.0,1620.0,291.0,35.28,RDNA 1.0,2020,150,31489.729166666668
Radeon RX 580,8.0,1257.0,1366.0,1366.0,270.0,23.01,GCN 4.0,2017,185,21861.52857142857
Arc A750,8.0,2050.0,2300.0,2300.0,306.0,31.65,Generation 12.7,2022,225,
GeForce RTX 2070,8.0,1410.0,1740.0,1740.0,242.0,41.94,Turing,2018,175,43462.75
GeForce GTX 970,4.0,1050.0,1178.0,1178.0,241.0,25.05,Maxwell 2.0,2014,150,
Radeon RX 460,4.0,1175.0,1250.0,1250.0,221.0,10.66,GCN 4.0,2016,75,8020.285714285715
Radeon RX 480,4.0,1120.0,1290.0,1290.0,232.0,22.38,GCN 4.0,2016,150,17570.833333333332
Radeon RX 480,4.0,1120.0,1320.0,1320.0,242.0,22.38,GCN 4.0,2016,150,17570.833333333332
GeForce GTX 1080 Ti,11.0,1544.0,1657.0,1657.0,280.0,48.29,Pascal,2017,250,61898.85294117647
GeForce GTX 1050,2.0,1442.0,1569.0,1569.0,241.0,13.08,Pascal,2016,60,14607.861111111111
GeForce RTX 2060,6.0,1365.0,1680.0,1680.0,196.0,36.76,Turing,2019,160,37083.05882352941
GeForce GTX 1660,6.0,1530.0,1845.0,1845.0,210.0,30.32,Turing,2019,120,24873.18918918919
GeForce RTX 3090,24.0,1395.0,1815.0,1815.0,336.0,69.44,Ampere,2020,350,156024.11111111112
GeForce RTX 3060 Ti,8.0,1410.0,1695.0,1695.0,301.0,53.15,Ampere,2020,200,47190.90540540541
GeForce RTX 3080 Ti,12.0,1365.0,1695.0,1695.0,324.0,70.35,Ampere,2021,350,123265.19047619047
GeForce RTX 3070 Ti,8.0,1575.0,1800.0,1800.0,323.0,61.17,Ampere,2021,290,63590.19047619047
GeForce GT 730,2.0,902.0,927.0,927.0,170.0,2.16,Fermi,2014,49,
Quadro K620,2.0,1058.0,,,160.0,5.8,Maxwell,2014,45,
Radeon RX 570,4.0,1168.0,1320.0,1320.0,310.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce RTX 3090,24.0,1395.0,1725.0,1725.0,263.0,69.44,Ampere,2020,350,156024.11111111112
GeForce GTX 1660 Ti,6.0,1500.0,1770.0,1770.0,255.0,33.55,Turing,2019,120,27207.916666666668
Radeon RX 6900 XT,16.0,1825.0,2390.0,2390.0,320.0,69.52,RDNA 2.0,2020,300,118242.23809523808
Radeon RX 470,8.0,926.0,1254.0,1254.0,276.0,21.05,GCN 4.0,2016,120,14974.652173913044
Radeon RX 480,4.0,1120.0,1266.0,1266.0,254.0,22.38,GCN 4.0,2016,150,17570.833333333332
GeForce RTX 2070,8.0,1410.0,1650.0,1650.0,300.0,41.94,Turing,2018,175,43462.75
Radeon RX 590,8.0,1469.0,1565.0,1565.0,298.0,24.41,GCN 4.0,2018,175,18825.8064516129
GeForce RTX 2080 Ti,11.0,1350.0,1770.0,1770.0,328.0,56.42,Turing,2018,250,93124.89393939394
GeForce GTX 1660 Ti,6.0,1500.0,1830.0,1830.0,205.0,33.55,Turing,2019,120,27207.916666666668
Radeon RX 5700 XT,8.0,1605.0,1905.0,1905.0,272.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce RTX 2070,8.0,1410.0,1680.0,1680.0,197.0,41.94,Turing,2018,175,43462.75
GeForce RTX 3060 Ti,8.0,1410.0,1710.0,1710.0,299.0,53.15,Ampere,2020,200,47190.90540540541
GeForce RTX 3070 Ti,8.0,1575.0,1770.0,1770.0,283.0,61.17,Ampere,2021,290,63590.19047619047
Radeon RX 6900 XT,16.0,1825.0,2500.0,2500.0,320.0,69.52,RDNA 2.0,2020,300,118242.23809523808
Radeon RX 6650 XT,8.0,2055.0,2694.0,2694.0,305.0,44.75,RDNA 2.0,2022,176,33281.8
GeForce RTX 4080,16.0,2205.0,2580.0,2580.0,326.0,89.97,Ada Lovelace,2022,320,131353.42253521126
FirePro W9100,16.0,930.0,,,275.0,19.71,GCN 2.0,2014,275,
Radeon R7 240,2.0,730.0,,,159.0,2.33,GCN 1.0,2013,30,
GeForce GTX 980,4.0,1190.0,1291.0,1291.0,279.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce RTX 2060,6.0,1365.0,1710.0,1710.0,268.0,36.76,Turing,2019,160,37083.05882352941
GeForce GTX 260,0.875,680.0,,,,3.16,Tesla 2.0,2008,182,
Radeon RX 480,8.0,1120.0,1330.0,1330.0,310.0,22.38,GCN 4.0,2016,150,17570.833333333332
GeForce RTX 2080 Ti,11.0,1350.0,1755.0,1755.0,291.0,56.42,Turing,2018,250,93124.89393939394
Radeon RX 5600 XT,6.0,1247.0,1750.0,1750.0,326.0,35.28,RDNA 1.0,2020,150,31489.729166666668
Radeon RX 570,8.0,1168.0,1328.0,1328.0,243.0,18.11,GCN 4.0,2017,120,36880.112676056335
RTX A4000,16.0,735.0,1560.0,1560.0,242.0,50.66,Ampere,2021,140,
GeForce GTX 980,4.0,1304.0,1418.0,1418.0,279.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GTX 560 Ti,1.0,900.0,,,258.0,7.96,Fermi 2.0,2011,160,
Radeon HD 7990,6.0,950.0,,,304.0,14.47,GCN 1.0,2013,375,
Radeon R9 280X,3.0,1070.0,,,284.0,15.18,GCN 1.0,2013,200,
GeForce GTX 980 Ti,6.0,1140.0,1228.0,1228.0,267.0,35.87,Maxwell 2.0,2015,250,
Radeon R9 390,8.0,1015.0,,,295.0,23.14,GCN 2.0,2015,300,20358.28571428572
GeForce GTX 1050,2.0,1354.0,1556.0,1556.0,229.0,13.08,Pascal,2016,60,14607.861111111111
GeForce GTX 1050,2.0,1354.0,1455.0,1455.0,166.0,13.08,Pascal,2016,60,14607.861111111111
GeForce GTX 1050 Ti,4.0,1366.0,1480.0,1480.0,245.0,16.43,Pascal,2016,70,15100.314285714288
GeForce GTX 1050 Ti,4.0,1341.0,1455.0,1455.0,212.0,16.43,Pascal,2016,70,15100.314285714288
Radeon RX 570,4.0,1168.0,1295.0,1295.0,232.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce RTX 2080,8.0,1515.0,1845.0,1845.0,314.0,48.79,Turing,2018,215,72597.38235294117
GeForce GTX 1660,6.0,1530.0,1845.0,1845.0,205.0,30.32,Turing,2019,120,24873.18918918919
GeForce RTX 2060,6.0,1680.0,1830.0,1830.0,280.0,36.76,Turing,2019,160,37083.05882352941
Radeon RX 5700 XT,8.0,1650.0,1980.0,1980.0,269.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce GTX 1650 SUPER,4.0,1530.0,1815.0,1815.0,243.0,26.43,Turing,2019,100,21592.88888888889
Radeon RX 570,8.0,1244.0,1255.0,1255.0,232.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce RTX 3060 Ti,8.0,1410.0,1695.0,1695.0,269.0,53.15,Ampere,2020,200,47190.90540540541
Quadro P600,2.0,1354.0,1455.0,1455.0,145.0,8.61,Pascal,2017,40,
GeForce RTX 3090 Ti,24.0,1560.0,1860.0,1860.0,331.0,77.01,Ampere,2022,450,122757.8947368421
Radeon RX 6400,4.0,1923.0,,,165.0,19.85,RDNA 2.0,2022,53,
GeForce GTX 780 Ti,3.0,875.0,928.0,928.0,262.0,24.73,Kepler,2013,250,
Radeon R9 295X2,8.0,1018.0,,,307.0,22.29,GCN 2.0,2014,500,
GeForce GTX 950,2.0,1024.0,1140.0,1140.0,218.0,13.88,Maxwell 2.0,2015,90,
GeForce GTX 1050 Ti,4.0,1290.0,1392.0,1392.0,212.0,16.43,Pascal,2016,70,15100.314285714288
GeForce GTX 1050 Ti,4.0,1379.0,1493.0,1493.0,257.0,16.43,Pascal,2016,70,15100.314285714288
GeForce GTX 1050 Ti,4.0,1341.0,1455.0,1455.0,155.0,16.43,Pascal,2016,70,15100.314285714288
GeForce GTX 1080 Ti,11.0,1556.0,1670.0,1670.0,285.0,48.29,Pascal,2017,250,61898.85294117647
GeForce RTX 2070,8.0,1410.0,1650.0,1650.0,268.0,41.94,Turing,2018,175,43462.75
GeForce RTX 3070,8.0,1500.0,1725.0,1725.0,329.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 3090,24.0,1395.0,1695.0,1695.0,300.0,69.44,Ampere,2020,350,156024.11111111112
GeForce RTX 3080 Ti,12.0,1365.0,1665.0,1665.0,285.0,70.35,Ampere,2021,350,123265.19047619047
GeForce GTX 550 Ti,1.0,910.0,,,242.0,4.04,Fermi 2.0,2011,116,
Radeon RX 580,8.0,1257.0,1386.0,1386.0,280.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce GTX 650 Ti,1.0,928.0,,,213.0,6.57,Kepler,2012,110,
GeForce GTX 760,2.0,1072.0,1137.0,1137.0,241.0,12.47,Kepler,2013,170,
Radeon RX 480,4.0,1120.0,1291.0,1291.0,269.0,22.38,GCN 4.0,2016,150,17570.833333333332
GeForce GTX 1050,2.0,1354.0,1493.0,1493.0,172.0,13.08,Pascal,2016,60,14607.861111111111
Radeon RX 580,4.0,1257.0,1340.0,1340.0,269.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce GTX 1050,2.0,1404.0,1518.0,1518.0,215.0,13.08,Pascal,2016,60,14607.861111111111
Radeon RX 570,8.0,1228.0,1331.0,1331.0,279.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce RTX 2080 Ti,11.0,1350.0,,,268.0,56.42,Turing,2018,250,93124.89393939394
GeForce RTX 2080,8.0,1515.0,1800.0,1800.0,268.0,48.79,Turing,2018,215,72597.38235294117
GeForce RTX 2080,8.0,1515.0,1710.0,1710.0,269.0,48.79,Turing,2018,215,72597.38235294117
Radeon RX 570,4.0,1168.0,1268.0,1268.0,246.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce RTX 3070 Ti,8.0,1575.0,1785.0,1785.0,254.0,61.17,Ampere,2021,290,63590.19047619047
GeForce RTX 4070 Ti,12.0,2310.0,2745.0,2745.0,334.0,82.62,Ada Lovelace,2023,285,95199.0447761194
Radeon RX 6900 XT,16.0,1925.0,2340.0,2340.0,340.0,69.52,RDNA 2.0,2020,300,118242.23809523808
GeForce GT 730,2.0,902.0,,,137.0,2.16,Fermi,2014,49,
Quadro K2200,4.0,1046.0,,,202.0,9.26,Maxwell,2014,68,
GeForce GT 1030,2.0,1265.0,1518.0,1518.0,153.0,6.38,Pascal,2017,30,
Quadro GV100,32.0,1200.0,1447.0,1447.0,267.0,51.54,Volta,2018,250,
GeForce GTX 660 Ti,2.0,1028.0,,,271.0,11.49,Kepler,2012,150,
Radeon R9 390X,8.0,1050.0,1100.0,1100.0,277.0,24.45,GCN 2.0,2015,275,24379.0
GeForce GTX 1080 Ti,11.0,1620.0,1733.0,1733.0,298.0,48.29,Pascal,2017,250,61898.85294117647
GeForce GTX 1080,8.0,1708.0,1847.0,1847.0,312.0,40.44,Pascal,2016,180,56019.25
GeForce RTX 2080 Ti,11.0,1545.0,1815.0,1815.0,324.0,56.42,Turing,2018,250,93124.89393939394
Radeon RX 570,4.0,1168.0,1254.0,1254.0,240.0,18.11,GCN 4.0,2017,120,36880.112676056335
Radeon RX 5700 XT,8.0,1605.0,1905.0,1905.0,267.0,42.89,RDNA 1.0,2019,225,45489.32876712329
Radeon RX 5600 XT,6.0,1420.0,1750.0,1750.0,280.0,35.28,RDNA 1.0,2020,150,31489.729166666668
GeForce RTX 3090,24.0,1395.0,1695.0,1695.0,320.0,69.44,Ampere,2020,350,156024.11111111112
Radeon RX 6800,16.0,1700.0,2190.0,2190.0,340.0,57.54,RDNA 2.0,2020,250,90287.65853658535
Quadro K2000,2.0,,,,198.0,4.11,Kepler,2013,51,
GeForce RTX 4070,12.0,1920.0,2535.0,2535.0,334.0,70.04,Ada Lovelace,2023,200,80861.27692307692
Radeon RX 6800,16.0,1850.0,2190.0,2190.0,340.0,57.54,RDNA 2.0,2020,250,90287.65853658535
GeForce RTX 2060,6.0,1365.0,1680.0,1680.0,168.0,36.76,Turing,2019,160,37083.05882352941
GeForce RTX 3070,8.0,1500.0,1725.0,1725.0,265.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 3080 Ti,12.0,1365.0,1665.0,1665.0,304.0,70.35,Ampere,2021,350,123265.19047619047
GeForce RTX 4090,24.0,2235.0,2625.0,2625.0,348.0,100.0,Ada Lovelace,2022,450,260000.0
GeForce GT 610,2.0,810.0,,,185.0,0.82,Fermi 2.0,2012,29,
GeForce GTX 750 Ti,2.0,1059.0,1137.0,1137.0,212.0,10.14,Maxwell,2014,75,
GeForce GTX 750 Ti,2.0,1020.0,1085.0,1085.0,170.0,10.14,Maxwell,2014,75,
GeForce GTX 980 Ti,6.0,1051.0,1140.0,1140.0,315.0,35.87,Maxwell 2.0,2015,250,
GeForce GTX 750 Ti,4.0,1124.0,1202.0,1202.0,196.0,10.14,Maxwell,2014,75,
GeForce GTX 1050 Ti,4.0,1290.0,1392.0,1392.0,160.0,16.43,Pascal,2016,70,15100.314285714288
Radeon RX 470,4.0,1140.0,1236.0,1236.0,230.0,21.05,GCN 4.0,2016,120,14974.652173913044
GeForce GTX 1080 Ti,11.0,1506.0,1620.0,1620.0,290.0,48.29,Pascal,2017,250,61898.85294117647
GeForce RTX 2080 Ti,11.0,1350.0,1545.0,1545.0,308.0,56.42,Turing,2018,250,93124.89393939394
GeForce RTX 2070,8.0,1410.0,1740.0,1740.0,268.0,41.94,Turing,2018,175,43462.75
GeForce GTX 1660 Ti,6.0,1500.0,1800.0,1800.0,247.0,33.55,Turing,2019,120,27207.916666666668
GeForce GTX 1660 Ti,6.0,1500.0,1815.0,1815.0,168.0,33.55,Turing,2019,120,27207.916666666668
Radeon RX 5700,8.0,1565.0,1750.0,1750.0,240.0,37.42,RDNA 1.0,2019,180,44089.80555555556
Radeon RX 5500 XT,4.0,1647.0,1845.0,1845.0,225.0,23.72,RDNA 1.0,2019,130,26249.78260869565
Radeon RX 5600 XT,6.0,1247.0,1750.0,1750.0,240.0,35.28,RDNA 1.0,2020,150,31489.729166666668
GeForce RTX 3090 Ti,24.0,1560.0,1860.0,1860.0,356.0,77.01,Ampere,2022,450,122757.8947368421
Radeon RX 6950 XT,16.0,1890.0,2310.0,2310.0,270.0,73.21,RDNA 2.0,2022,335,72817.5
GeForce RTX 3090 Ti,24.0,1560.0,1860.0,1860.0,323.0,77.01,Ampere,2022,450,122757.8947368421
GeForce RTX 3070 Ti,8.0,1575.0,1785.0,1785.0,300.0,61.17,Ampere,2021,290,63590.19047619047
Radeon RX 7600,8.0,1720.0,2715.0,2715.0,245.0,43.17,RDNA 3.0,2023,165,29762.666666666668
Quadro P6000,24.0,1417.0,1531.0,1531.0,267.0,39.98,Pascal,2016,250,
